APA Tenant,HasPay,Segment,Industry,Sub Industry,ERP,Medius Territory,Sum of Employees,Capture License Type,Sum of APA License utilization,AP Automation,Sum of ACV (USD),Sum of Number of Locations,ActivatedModules,ActiveSubsidiaries,ActiveUsers,AvgCommentsPerDocument,AvgCompletedTasksPerWeek,AvgInvoicesPerMonth,AvgLinesPerInvoice,AvgOverdueDays,DistinctLanguages,AvgTimeToCompleteTask,TotalArchivedInvoices,OverdueInvoiceCount,MinInvoiceDate,RootCompanyCreatedTimestamp,Account Description
salixbp,0,Mid-Market,Technology,'-,Bison,Medius Sweden,45.0,Medius Capture,96.0,True,28568.6,2.0,6,9,302,2.126044039,8213.222222,3820.615384,3.54174446,17.642877,4,1.340501,47876,3559,12/29/2021 9:49,6/28/2021 14:12,'-
sammonsindustrial,0,Mid-Market,Manufacturing - Non-Durables,'-,Oracle NetSuite,Medius North America,82.0,Medius Capture,80.0,True,47012.04,1.0,7,4,114,1.293820225,4234.703703,1917.923076,1.285471503,36.678127,1,2.477546,23952,5788,2/1/2022 17:27,10/8/2021 18:05,"SitePro Rentals is an innovative and rapidly-growing equipment rental start-up run by a team of industry veterans with a passion for creating a world-class customer experience.More than just talk, our goal is to go beyond great customer service and becom"
sandviksrp,0,Enterprise,Manufacturing - Non-Durables,Industrial Machinery & Equipment,Infor M3,Medius Sweden,40614.0,Medius Capture,77.0,True,51717.49,15.0,9,5,346,1.243042977,7727.962962,3910.846153,2.969051988,37.732467,2,0.872061,49912,3080,5/4/2020 7:08,1/3/2020 9:44,"Sandvik is a global, high-tech engineering group providing solutions that enhance productivity, profitability and sustainability for the manufacturing, mining and infrastructure industries."
saps,0,Mid-Market,Professional Services,Facilities Management & Commercial Cleaning,'-,Medius Sweden,31.0,Medius Capture,102.0,True,0.0,1.0,7,2,38,1.660740741,3972.425925,1573.76923,1.101456382,68.383502,2,1.213621,20287,691,12/2/2021 11:27,11/4/2021 14:14,"Saps Service Management AB is a company that operates in the Facilities Services industry. It employs 21-50 people and has $1M-$5M of revenue. The company is headquartered in Askim, Vaestra Goetaland, Sweden."
saras,0,Mid-Market,Energy / Utilities,"Waste Treatment, Environmental Services & Recycling",Infor M3 Multi-Tenant Cloud,Medius Norway,286.0,Medius Capture,89.0,True,72080.15,1.0,6,2,130,1.24941219,3286.685185,1681.461538,6.87124722,23.745059,2,2.439687,18819,2024,12/6/2021 9:06,1/20/2021 9:54,"SAR offers complete waste solutions and handles all types of waste from offshore- and landbased industry. As a total provider of Waste Chain Management® services, SAR offers a wide spectrum of supporting systems and waste services, including treatment, h"
sauerbrands,1,Mid-Market,Manufacturing - Non-Durables,Food & Beverage,PeopleSoft,Medius North America,454.0,Medius Capture,34.0,True,165399.96,1.0,12,5,177,1.520695699,7347.166666,3083.307692,1.238706511,32.937717,1,0.689413,37816,8638,9/11/2023 12:27,3/21/2023 13:49,"Founded in 1887, Sauer Brands, Inc. is a producer of spices, herbs, rubs, grillers, and grinders. The company also sells, mayonnaise, and salad dressings under a variety of brand names, including Dukes Mayonnaise, Gold Medal, and BAMA. The company is hea"
savage,1,Mid-Market,Logistics / Transportation,Freight & Logistics Services,Oracle Fusion,Medius North America,4000.0,Medius Capture,73.0,True,181893.0,17.0,11,11,6089,1.429835003,16791.2963,7294.153846,2.974601245,34.370207,1,0.903938,88254,22744,5/3/2023 19:29,12/20/2022 13:45,"Founded in 1946, Savage is a transportation company that offers services in trucking, supply chain management, material handling, logistics, marine transportation, toll processing, trans loading, and terminal operations services. Savage is headquartered"
savsjotransport,0,Mid-Market,Manufacturing - Non-Durables,Industrial Machinery & Equipment,MS Dynamics NAV,Medius Sweden,12.0,'-,0.0,False,3969.0,2.0,6,7,18,1.416666667,85.368421,53.0,1.0,11.833333,2,0.674454,213,12,3/26/2014 12:32,7/1/2013 14:08,"Sävsjö Transport AB is a company that operates in the Transportation/Trucking/Railroad industry. It employs 11-20 people and has $1M-$5M of revenue. The company is headquartered in Jonkoping, Joenkoeping, Sweden."
savvas,0,Mid-Market,Higher Education,'-,SAP,Medius North America,876.0,Medius Capture,47.0,True,65303.04,1.0,8,5,389,1.656761481,2675.685185,1557.923076,2.587755329,28.853257,1,1.361308,18989,3714,3/15/2021 11:19,9/1/2020 19:31,"Savvas is a global learning company that combines new ideas, new ways of thinking, and new ways of interacting to create next-generation learning solutions that help prepare students to become global citizens in a more interconnected, digital world. Form"
sbc,0,Mid-Market,Real Estate / Property Management,'-,Visma Compact,Medius Sweden,283.0,'-,88.0,True,15611.9,1.0,6,9,286,1.565570993,2809.481481,1371.307692,1.001191084,14.079943,2,1.348406,17701,1426,10/7/2020 7:18,8/4/2020 11:56,Company: 2500 bostadsr�ttsf�reningar
sbdev,0,Mid-Market,Construction,Civil Engineering Construction,'-,Medius Sweden,350.0,'-,67.0,False,0.0,2.0,8,14,132,1.303167421,3656.018518,1538.846153,1.84187071,9.163995,3,1.691193,19314,1872,5/10/2021 12:12,12/8/2020 13:22,"Sandberg Development is a family-owned investment company, based in Malmö, with a vision to contribute to long-term growth in local and regional business ideas. Included in Sandberg Development's portfolio are the subsidiaries Aimpoint, GRANULDISK an"
sbdev,0,Mid-Market,Manufacturing - Non-Durables,Medical Devices & Equipment,MS Dynamics AX,Medius Sweden,23.0,Medius Capture,67.0,True,42325.42,2.0,8,14,132,1.303167421,3656.018518,1538.846153,1.84187071,9.163995,3,1.691193,19314,1872,5/10/2021 12:12,12/8/2020 13:22,"Simply put, GS Development is a company that turns unique ideas into commercial enterprises. The fields of medicine/chemistry and engineering/technology have provided most of the ideas that the company has recognised, managed, developed and financed thro"
sc,0,Mid-Market,Professional Services,Food Service,MS Dynamics NAV,Medius Sweden,934.0,Medius Capture,94.0,True,179174.6,2.0,8,20,190,1.349482759,36779.46296,17731.30769,7.024323333,7.587626,2,0.988638,216534,19509,4/13/2023 7:39,1/18/2023 15:03,"Svensk Cater was established in 1965, it is a wholesale company based in Sweden that provides markets strongest brands with products from local producers."
scanbio,0,Mid-Market,Retail,Automobile Dealers,Visma Business,Medius Norway,58.0,Medius Capture,98.0,True,19253.54,3.0,9,8,92,1.655301678,2282.555555,1138.615384,1.791315085,15.89004,4,2.201367,11636,3183,1/7/2021 8:45,11/20/2020 14:35,"Scanbio was established in 1984 in Bjugn, Norway. The company is specialized in the production of fish protein concentrate, fish oil and fishmeal from preserved by-products (silage) and fresh raw materials. Scanbio MG AS has four production plants in Nor"
scandbio,0,Mid-Market,Retail,'-,Movex,Medius Sweden,71.0,Medius Capture,62.0,True,17095.05,2.0,7,2,47,1.532467532,1231.543478,489.363636,4.838787653,20.098666,3,1.004826,4982,375,5/10/2024 11:21,12/18/2023 9:47,"Scandbio AB is a company that operates in the Retail industry. It employs 51-100 people and has $10M-$25M of revenue. The company is headquartered in Jonkoping, Joenkoeping, Sweden."
scandec,0,Mid-Market,Retail,Consumer Electronics & Computers Retail,Visma Business,Medius Norway,34.0,Medius Capture,80.0,True,2223.53,1.0,6,3,22,1.784370478,954.425925,457.230769,2.417016807,24.90009,2,2.962929,4819,1101,1/17/2023 11:07,11/15/2022 14:34,"Established in 1984, Scandec Systemer is a market leader in professional sound systems in Norway and provides a high level of expertise in the field of product, system, application and technology."
scanflow,0,Mid-Market,Telecom / Communication Services,'-,Epicor,Medius Sweden,331.0,Medius Capture,90.0,True,28895.49,2.0,7,10,78,1.24291498,2373.611111,1166.384615,2.110815485,6.781781,2,0.948996,13574,999,11/3/2020 9:16,6/16/2020 8:54,"Iivari Mononen Group is a company that operates in the Paper & Forest Products industry. It employs 251-500 people and has $10M-$25M of revenue. The company is headquartered in Joensuu, North Karelia, Finland."
scanmast,0,Mid-Market,Construction,Civil Engineering Construction,Visma Business,Medius Sweden,83.0,Medius Capture,80.0,True,6022.67,1.0,9,5,70,1.448250729,2222.444444,943.692307,1.278597181,8.340458,4,1.369267,12013,655,3/2/2018 8:45,1/18/2018 13:09,"Scanmast, founded in 1929 and headquartered in Sweden, is a civil engineering company specializing in towers, staggered masts, and pipe bridges."
scanreco,0,Mid-Market,Manufacturing - Non-Durables,Electronics,MS Dynamics AX,Medius Sweden,500.0,Medius Capture,93.0,True,63966.13,3.0,8,6,110,1.996334311,5277.833333,2520.615384,1.512348939,14.351239,4,1.988354,30798,5082,12/9/2016 18:57,8/29/2016 11:17,Medius implementing AX 2014101
scapainter,0,Mid-Market,Manufacturing - Non-Durables,Building Materials,Infor M3,Medius Sweden,122.0,Medius Capture,80.0,True,14158.73,1.0,7,6,178,1.591145833,2216.777777,1056.692307,2.725273906,12.681122,2,0.623119,13438,1568,4/1/2021 8:14,1/11/2021 9:15,"Smlands mörka skogar r vrt ursprung. Hr hmtar vi vr inspiration, kunskap och tradition. I Alvesta, mitt i Smland, tillverkar vi vra sngar med stor noggrannhet och med ett genuint hantverkskunnande som grund. Redan 1959 lades grunden till det som idag r S"
schur,0,Mid-Market,Manufacturing - Non-Durables,"Plastic, Packaging & Containers",MS Dynamics 365 for Fi&Op,Medius Denmark,900.0,Medius Capture,54.0,True,23862.05,7.0,6,9,254,1.295824487,1242.425925,485.230769,2.131403118,17.113207,2,0.95075,5723,583,5/11/2022 8:43,5/5/2021 12:54,"Founded in 1846, Schur offers packaging, packaging machines, and packaging systems. The company has factories around the world, and is headquartered in Horsens, Denmark."
seafolly,0,Mid-Market,Retail,Apparel & Accessories Retail,Apparel21,Medius Australia,120.0,RSO Bulk,67.0,True,24095.52,6.0,5,8,59,1.505351682,1483.407407,706.076923,1.093266032,36.052972,1,8.292104,6696,4474,2/23/2023 22:35,10/27/2022 22:43,"Founded in 1975, Seafolly is a company that offers women's beachwear offering bikinis, one-pieces, apparel, and accessories online. Seafolly is located in Australia."
seahawks,0,Mid-Market,Travel & Tourism,Sports Teams & Leagues,MS Dynamics GP,Medius North America,623.0,Medius Capture,94.0,True,56245.08,5.0,11,4,189,2.106171932,3125.87037,1295.76923,1.040756276,25.336892,1,2.026898,15081,6836,7/18/2022 15:13,1/10/2022 16:40,"Founded in 1974, Seattle Seahawks is a professional American football team that competes in the National Football League as a member club of the league's National Football Conference West division. Seattle Seahawks is located in Seattle Washington."
selecta,0,Mid-Market,Professional Services,Food Service,Epicor iScala,Medius Norway,5.0,Medius Capture,225.0,True,13352.54,2.0,13,3,123,1.367319764,4642.796296,1753.461538,1.755956357,34.612755,3,1.388995,22446,1960,10/24/2022 10:10,10/18/2019 16:25,"Selecta is European market leader in self-service concepts for food and beverage in offices spaces and public areas. Established in 1957, Selecta is active in 16 European countries and the European head office is based in Switzerland. The head office of"
selectionsteel,0,Mid-Market,Manufacturing - Non-Durables,Building Materials,Bespoke,Medius Australia,67.0,Medius Capture,94.0,True,10487.68,4.0,6,2,96,1.905500185,1815.925925,742.76923,1.370891026,15.779898,1,3.533606,9446,1572,10/28/2021 2:25,5/5/2021 3:25,"Selection Steel Trading was founded in 1971 providing sheet and coil products and a full range of aluminised, galvanised, electro-gal, plate steels"
selfinvest,0,Mid-Market,Travel & Tourism,Fitness & Dance Facilities,MS Dynamics 365 Business Central,Medius Denmark,31.0,Medius Capture,100.0,False,0.0,1.0,8,24,124,1.678016726,2075.685185,830.538461,3.403607666,17.218172,2,1.453389,10086,4116,6/11/2020 7:02,11/21/2019 9:19,"Selfinvest is the private holding and investment company for Torben Østergaard-Nielsen and his family.The family owns the USTC Group and Selected Car Group with activities within supply of fuel and energy to the shipping market, risk management, door-to-"
senergia,0,Mid-Market,Energy / Utilities,"Waste Treatment, Environmental Services & Recycling",Oracle NetSuite,Medius Sweden,75.0,Medius Capture,32.0,True,17010.0,2.0,8,7,34,1.912547529,731.818181,310.272727,2.523474178,14.436538,1,2.644646,2963,520,5/17/2024 7:38,5/14/2024 11:42,"Senergia is a specialized wholesaler in solar energy. Senergia distributes the products needed to create solar energy. We sell and deliver in Sweden, Norway and Finland."
senior,0,Mid-Market,'-,'-,'-,Medius Sweden,288.0,Medius Capture,24.0,True,17786.79,2.0,7,6,42,1.438596491,577.066666,251.25,2.495522388,24.009615,3,1.520467,661,104,12/2/2024 12:51,7/12/2024 5:03,'-
serviceexpress,0,Mid-Market,Professional Services,Custom Software & IT Services,MS Dynamics GP,Medius North America,945.0,Medius Capture,53.0,True,83527.2,9.0,7,15,161,1.487082729,6538.296296,3580.538461,1.20685285,53.06713,1,4.932852,31817,5467,12/4/2020 18:39,6/16/2020 15:07,"Headquartered in Grand Rapids, Michigan, Service Express (SEI, Inc.) is a third-party maintenance company. The company provides hardware support for data center infrastructure focused on mission-critical server, storage, and network equipment."
ses,0,Mid-Market,Energy / Utilities,Oil & Gas Exploration & Services,MS Dynamics AX,Medius North America,451.0,Medius Capture,96.0,True,74760.0,18.0,10,25,99,2.095474022,5106.796296,2423.384615,1.137836707,20.797521,1,2.62415,28944,6697,9/4/2018 15:39,5/26/2018 9:36,"Source Energy Services Ltd. procures, and distributes Northern White frac sand, as a proppant, and other chemicals used in oil and gas extraction to mining operations in Canada and the US. They also assist these operations with field solutions, and have"
setterwalls,0,Mid-Market,Legal Services,'-,Visma Business,Medius Sweden,338.0,Medius Capture,67.0,True,25695.31,3.0,9,5,460,1.553574889,1846.851851,719.923076,1.001191766,12.245283,3,1.140994,9130,1007,10/17/2017 14:58,5/11/2017 7:44,"Setterwalls is one of Sweden's leading law firms with 260 employees, including 190 law-yers. The firm has experienced specialists in all areas of commercial law and a solid ex-perience in most industries. Setterwalls' various specialist teams rep"
setterwalls,0,Mid-Market,Other,'-,Visma Business,Medius Sweden,50.0,'-,91.0,False,0.0,2.0,9,5,460,1.553574889,1846.851851,719.923076,1.001191766,12.245283,3,1.140994,9130,1007,10/17/2017 14:58,5/11/2017 7:44,StoGot
sevenday,0,Mid-Market,Financial Services,Banking,Visma Business,Medius Sweden,117.0,Medius Capture,0.0,False,2268.0,1.0,6,3,40,,,,1.0,20.443534,4,,0,0,7/4/2017 11:25,6/21/2017 4:54,"SevenDay Finans AB was founded in 2007 and is a Stockholm-based, Swedish credit market company with 35 employees and focused on consumer finance. The total assets amounts to SEK 6,4 billion and the 70,000 customers are offered saving accounts, consumer l"
sews,0,Mid-Market,Manufacturing - Non-Durables,Automotive Parts,BPCS,Medius North America,2630.0,Medius Capture,82.0,True,210000.0,3.0,8,4,504,1.6576,24974.33333,11879.46154,2.538710629,48.366363,3,3.253499,147017,18700,9/30/2021 15:56,1/17/2021 18:06,"Founded in 1986, Sumitomo Electric Wiring Systems is a company that manufacturers electric wire and optical fiber cables. Sumitomo Electric Wiring Systems is located in Kentucky."
sfbok,0,Mid-Market,Retail,"Record, Video & Book Stores",'-,Medius Sweden,114.0,RSO Bulk,41.0,True,21729.71,2.0,8,2,54,1.184410646,1067.222222,512.307692,20.53582271,23.346549,2,3.894695,6247,681,1/25/2021 8:36,9/24/2020 13:38,"�vertagen fr Malin Marcko, 20140214 Omkostnadsfakturor. PDF via mapp-import."
sfspca,1,Mid-Market,Hospitals / Health Care,Veterinary Services,Oracle NetSuite,Medius North America,314.0,Medius Capture,30.0,True,29076.96,6.0,10,2,92,2.05511811,331.314814,137.692307,1.0,35.961904,1,0.792964,1692,420,2/28/2024 22:05,10/9/2023 15:53,"The San Francisco SPCA is an independent, community-supported, non-profit animal welfare organization dedicated to saving, protecting and providing immediate care for cats and dogs who are homeless, ill or in need of an advocate. The SF SPCA also works l"
sgna,0,Enterprise,Manufacturing - Non-Durables,Building Materials,QAD/MFGPRO; SAP,Medius Denmark,15000.0,Medius Capture,88.0,True,276038.4,8.0,9,71,3060,2.220267022,104825.3519,53625.53846,2.356646925,51.228609,3,2.591464,553980,94904,3/29/2022 18:28,2/11/2021 17:56,Saint Gobain Weber is a company that operates in the Real Estate industry. It employs 6-10 people and has $1M-$5M of revenue. The company is headquartered in the United Kingdom.
sgnb,0,Mid-Market,Manufacturing - Durables,Building Materials,SAP,Medius Denmark,2525.0,Medius Capture,128.0,False,0.0,13.0,12,230,13178,2.119325962,240869.7407,114061.0769,1.860026174,35.477385,13,2.528371,1284891,249358,1/4/2017 8:37,9/20/2016 18:22,"Headquartered in Worcester, MA, Saint-Gobain Abrasives in the U.S. and Canada provides solutions for abrasion processes. Saint-Gobain Abrasives In the U.S. and Canada operates as a subsidiary of the Saint-Gobain Group, and the U.S. and Canada division of"
sgsco,0,Enterprise,Professional Services,Advertising & Marketing,MS Dynamics 365 for Fi&Op,Medius North America,4700.0,Medius Capture,41.0,True,60750.0,11.0,9,4,155,2.542021321,3997.339622,1815.923076,2.597516305,30.599905,1,0.914134,20741,4239,3/11/2024 16:00,1/14/2022 22:32,"Founded in 1946, Southern Graphic Systems Inc. is a provider of marketing services. SGSCO offers packaging design services. Southern Graphic Systems Inc. is headquartered out of Louisville, Kentucky."
shape,0,Mid-Market,Manufacturing - Non-Durables,'-,Epicor iScala,Medius Sweden,122.0,Medius Capture,93.0,True,16446.4,2.0,8,2,82,1.592493298,2475.074074,906.76923,1.713814361,22.067839,2,1.470801,11321,1194,5/10/2022 7:50,4/1/2022 9:34,"A global leader in robotic trimming, Dynamic Robotic Solutions has more than 1500 systems installed around the world and more than 30 years experience developing, designing, building, servicing and supporting robotic automation solutions for manufacturin"
shbygg,0,Mid-Market,Construction,Commercial & Residential Construction,3L,Medius Sweden,392.0,Medius Capture,79.0,True,63532.35,1.0,7,25,208,1.522820603,12368.42593,4830.0,1.409002176,18.68589,2,1.60721,62840,3884,9/5/2022 11:15,5/13/2022 14:00,"Sh bygg, sten och anläggning är ett av Sveriges äldsta familjeägda entreprenörföretag och grundades som stensätteri 1923. Stenkompetensen och den genuina känslan för kvalitet och hantverk finns kvar men företaget har växt och utvecklats till ett klassisk"
sheab,0,Mid-Market,Energy / Utilities,"Electricity, Oil & Gas",IBS Enterprise / ASW,Medius Sweden,56.0,Medius Capture,64.0,True,17958.34,1.0,7,4,45,1.287102473,1129.407407,497.692307,1.0,8.01107,3,1.206171,6356,271,5/3/2019 8:53,2/13/2019 15:02,"Sala Heby Energi AB is a company that operates in the Utilities industry. It employs 51-100 people and has $5M-$10M of revenue. The company is headquartered in Sala, Vaestmanland, Sweden."
shoesensation,0,Mid-Market,Retail,Apparel & Accessories Retail,MS Dynamics GP,Medius North America,2286.0,Medius Capture,65.0,True,76808.04,5.0,15,2,55,1.359932088,3423.055555,1524.153846,1.000265661,16.031343,1,0.604901,19453,6317,8/21/2023 18:09,7/13/2023 18:13,"Founded in 1984, Shoe Sensation is a family-owned chain of shoe stores for women, children, men and athletic purposes under a variety of brand names."
shp,0,Mid-Market,Hospitals / Health Care,Medical & Surgical Hospitals,'-,Medius Sweden,10.0,Medius Capture,74.0,True,0.0,1.0,7,2,21,1.311320755,433.87037,169.846153,1.167271079,15.111111,2,0.555425,2156,18,12/2/2022 9:15,11/14/2022 15:25,"Swedish Hospital Partners is responsible for running hard and soft facilities service at the hospital through their subcontractor Coor Service Management. Hard service include all technical systems such as ventilation, heating and cooling electrical supp"
signatureconcepts,0,Mid-Market,Manufacturing - Non-Durables,Textiles & Apparel,QuickBooks,Medius North America,87.0,RSO Bulk,67.0,False,0.0,2.0,6,4,10,,,,,20.443534,1,,0,0,8/14/2020 20:54,3/29/2019 19:27,"For more than 24 years, Signature Concepts, Inc. has been serving our clients with high-quality branded apparel and merchandise. Our customer-oriented approach to business has made us one of the premier suppliers of branded apparel in North America. We c"
simas,0,Mid-Market,Manufacturing - Non-Durables,"Plastic, Packaging & Containers",'-,Medius Sweden,15.0,Medius Capture,67.0,True,0.0,1.0,8,2,24,1.510869565,379.653846,165.615384,3.0441937,9.544483,3,1.263876,2016,281,4/15/2020 7:20,10/9/2019 12:51,"Simas Filters yder teknisk hjælp og filterløsninger, som holder luft og produktionsprocesser rene i industri, handel og offentlig forsyning, Vi hjælper med at etablere luftfiltrering, som beskytter mennesker og miljø, forbedrer produktivitet og reducerer"
siouxeu,0,Mid-Market,Computer Software,'-,MS Dynamics 365 for Fi&Op,Medius Benelux,764.0,Medius Capture,72.0,True,18443.79,2.0,7,4,176,1.769400353,1531.259259,633.923076,2.007435866,24.172263,2,2.169204,7394,1608,5/6/2021 7:51,5/25/2020 8:54,Sioux Technologies is a global technology partner that supports or acts as the R&D department for high-tech companies.
sisource,0,Mid-Market,Manufacturing - Non-Durables,Chemicals & Related Products,Visma Business,Medius Sweden,29.0,Medius Capture,85.0,True,5109.31,1.0,10,2,26,1.793345009,1461.944444,699.846153,2.029662424,16.831578,2,1.055794,8503,570,10/23/2017 8:40,2/14/2017 14:52,"As the leading provider of CMS in the Nordic region, we can help you with everything from orders, stockholding and deliveries to documentation reporting and waste management. We would be happy to put together a solution and are not tied to specific brand"
sjorring,0,Mid-Market,Manufacturing - Non-Durables,Industrial Machinery & Equipment,MS Dynamics AX,Medius Denmark,108.0,Medius Capture,36.0,True,15617.28,1.0,7,2,61,1.239382239,846.018867,342.923076,1.044755877,12.221925,3,0.736953,4268,374,12/18/2023 9:05,4/21/2023 14:13,"Sjørring Maskinfabrik A / S is a manufacturer and supplier of major metal parts, mainly digging and loading screws for construction machinery, to a number of leading machine manufacturers in the construction and mining industry. Besides shovels, Sjørring"
skandiatransport,0,Mid-Market,Manufacturing - Non-Durables,Motor Vehicles,MS Dynamics AX,Medius Sweden,200.0,RSO Bulk,55.0,True,110987.98,2.0,9,9,176,1.495206418,7402.5,3427.923076,1.437059416,11.405555,4,1.605719,41477,4680,9/7/2015 8:17,4/9/2015 8:45,Axess Logistics stora passion r bilar och biltransporter . Vi transporterar och anpassar bilar t terförsljare. Tv uppdrag vi utför med lika delar kvalitet och effektivitet. Genom vra skrddarsydda logistiklösningar och unika infrastruktur r vi de enda att
skanskabyggvaror,0,Mid-Market,Consumer Products,Repair Services,Jeeves,Medius Sweden,104.0,Medius Capture,43.0,True,33499.98,1.0,8,6,73,1.544814641,2145.962962,1024.923076,3.305271084,13.731343,3,1.490338,12910,469,5/6/2020 8:21,11/18/2019 18:06,"Skånska Byggvaror AB is a company that operates in the Consumer Services industry. It employs 101-250 people and has $10M-$25M of revenue. The company is headquartered in Helsingborg, Skane, Sweden."
skargardsstiftelsen,0,Mid-Market,Travel & Tourism,Fitness & Dance Facilities,Hansaworld,Medius Sweden,31.0,ScanCloud,76.0,True,3414.47,1.0,6,3,57,1.727558067,1112.74074,418.538461,1.472757598,9.846481,2,1.582588,5267,469,5/3/2023 7:43,4/12/2023 15:18,Skrgrdsstiftelsens Vision 2030 r baserad p vra stadgar. Genom visionen kan vi drmed stta vra verksamhetsplaner i ett sammanhang som ger direkt terkoppling till stadgar och uppdrag. Vision 2030 r framtagen genom ett gediget förankringsarbete sprunget ur t
skekraft,0,Mid-Market,Energy / Utilities,"Electricity, Oil & Gas",MS Dynamics 365 for Fi&Op,Medius Sweden,764.0,Medius Capture,92.0,True,109449.14,1.0,12,12,776,1.760953281,10334.85185,4769.307692,1.802334252,9.279289,2,1.435842,59545,6470,11/13/2020 12:50,12/1/2019 14:07,"Skellefteå Kraft is one of Sweden's largest energy producers, generating wind-power, water-power, heating and bio-energy. Our goal is a Sweden running on 100 % renewable energy. That is why we only sell 100 % renewable energy and put as much as we ca"
skfcoupling,0,Enterprise,Manufacturing - Non-Durables,Industrial Machinery & Equipment,Epicor iScala,Medius Sweden,42602.0,Medius Capture,0.0,False,2835.0,10.0,6,2,48,1.13559322,856.8,353.875,2.032967033,7.445652,2,1.307803,2817,460,1/17/2022 7:44,12/23/2021 6:29,"SKF Group is a leading global supplier of bearings, seals, mechatronics, lubrication systems and services which include technical support, maintenance and reliability services, engineering consulting and training. SKF was founded in 1907 and grew at a ra"
skolon,0,Mid-Market,Construction,Commercial & Residential Construction,Visma.net,Medius Sweden,25.0,Medius Capture,142.0,True,0.0,1.0,9,3,22,1.46835443,880.470588,273.0,1.198534799,12.107142,3,1.290694,1200,112,11/18/2024 17:26,10/30/2024 5:54,"Our vision is that digital learning should be possible for everyone. To succeed with this, we will offer the most efficient, smartest way to access and use digital resources in the classroom. Skolon was first launched at Stockholm's SETT fair in 2015"
sleipner,0,Mid-Market,Manufacturing - Non-Durables,Boats & Submarines,MS Dynamics 365 Business Central,Medius Norway,234.0,Medius Capture,78.0,True,14263.94,1.0,8,2,75,1.806682967,2035.87037,985.0,2.67384591,23.776019,2,1.504397,11814,1201,1/7/2020 8:51,9/12/2019 12:44,"Sleipner Motor AS er en verdensledende produsent av thrustersystemer til fritidsbter og yrkesbter som selges over hele verden under merkenavnet Side-Power. I tillegg produserer Sleipner stabilisatorsystemer, hydrauliske styresystemer og propellutstyr, sa"
slottstradgarden,0,Mid-Market,Travel & Tourism,Cultural & Informational Centers,Visma Business,Medius Sweden,66.0,Medius Capture,73.0,True,0.0,1.0,8,2,25,1.072413793,855.648148,361.307692,4.356682424,6.50289,2,1.239733,4409,346,2/3/2023 9:09,12/7/2022 12:24,"Slottsträdgården Ulriksdal AB| is a company that operates in the Hospitality industry. It employs 51-100 people and has $0M-$1M of revenue. The company is headquartered in Solna, Stockholm, Sweden."
sm,0,Mid-Market,Manufacturing - Non-Durables,Medical Devices & Equipment,Oracle NetSuite,Medius Sweden,95.0,'-,51.0,True,17047.42,1.0,8,13,129,1.262926293,667.836734,237.75,1.177894737,9.461382,1,0.951964,2519,492,4/8/2024 6:46,11/16/2023 11:02,Sedana Medical AB (publ) is a pioneer medtech and pharmaceutical company focused on inhaled sedation to improve the patient's life during and beyond sedation. Through the combined strengths of the medical device Sedaconda ACD and the pharmaceutical S
smarteyes,0,Mid-Market,Computer Software,Business Intelligence (BI) Software,MS Dynamics 365 Business Central,Medius Sweden,282.0,RSO Bulk,0.0,True,22212.74,2.0,7,5,123,1.325581395,179.608695,37.5,1.216216216,8.185567,4,2.146188,512,97,11/11/2019 7:25,5/16/2019 9:29,"Smart Eye is the global leader in Human Insight AI, technology that understands, supports and predicts human behavior in complex environments. Bridging the gap between humans and machines for a safe and sustainable future. Today, our technology is embedd"
smartwarehousing,1,Mid-Market,Logistics / Transportation,Freight & Logistics Services,Oracle NetSuite,Medius North America,410.0,Medius Capture,60.0,True,63799.92,22.0,11,2,80,1.631367999,3275.555555,1554.692307,3.451123652,9.756815,1,1.25605,17969,3668,7/17/2023 19:46,1/5/2023 17:16,"Founded in 2001, Smart Warehousing is a vertically integrated omnichannel fulfillment and warehousing company. Through its 10MM total square feet of fulfilment and warehouse facilities across 30 nationwide locations, the Kansas-based company enables next"
smartways,0,Mid-Market,Professional Services,Management Consulting,Oracle NetSuite,Medius Australia,78.0,Medius Capture,53.0,True,28825.8,2.0,8,3,46,1.042136208,884.738095,401.454545,1.000907235,15.853003,1,0.978057,4332,1415,5/20/2024 6:39,3/26/2024 23:51,"Smartways was established in 2004, built on the premise of a focused business providing logistics services to the medical and healthcare industries. Today, Smartways remains true to those core principles. Client service is absolutely paramount at Smartwa"
smd,0,Enterprise,Manufacturing - Non-Durables,Food & Beverage,Infor M3,Medius Sweden,7523.0,RSI Perpetual-Bulk,84.0,True,13950.73,6.0,8,2,50,1.138841567,1424.685185,673.76923,3.596737132,5.25,2,0.967177,8515,208,10/14/2019 7:22,3/29/2019 13:44,"Swedish Match AB develops, manufactures and sells products with brands in the product areas snus and moist snuff, other tobacco products (cigars and chewing tobacco), and lights (matches, lighters and complementary products). The Company's segments a"
smeg,1,Mid-Market,Retail,'-,SAP,Medius Sweden,5.0,Medius Capture,123.0,True,9197.4,2.0,6,3,65,1.607925801,1208.301886,524.307692,1.186119403,42.105263,1,1.611806,6127,1064,12/8/2022 8:11,9/12/2022 13:20,"Smeg Sverige Den officiella webbsidan för produkter frn Smeg. Upptck det kompletta utbudet av vitvaror, köksprodukter och köksredskap som kombinerar teknologi, stil och design, för ditt hem: kylskp, ugnar, spisar, diskmaskiner, vattenkokare och brödrosta"
